license_num,historicallicensenum,status,license_category,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
LB-101799,LDGHS0307,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-28,2023-04-30,JOSEPH E. COPPOLA,COPLEY HOUSE,,"Three story building with basement, 2 rooms on basement, 2 rooms on 1st floor, 2 rooms on 2nd floor, 2 rooms on 3rd floor.",,,,11.00, JOSEPH E. COPPOLA, Joseph Coppola,,6172368300,41-   Saint Stephen ST,Boston,MA,02115,767820.288054809,2950118.08739939
LB-101808,LDGHS0319,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-28,2023-04-30,JOSEPH COPPOLA,COPLEY HOUSE,,"Three story building with basement.  3 rooms in basement, 3 rooms on first floor, 3 rooms on second floor and 2 rooms on third floor.",,,,16.00, JOSEPH COPPOLA, Joseph E. Coppola,,6172368300,171-   Saint Botolph ST,Boston,MA,02115,768897.274263799,2950413.77587967
LB-101762,LDGHS0194,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-28,2023-04-30,PINE STREET INN,BOWDITCH SCHOOL HOUSE,       ,"Four story building with basement.  4 rooms on basement, 14 rooms on first floor, 18 rooms on second floor and 14 rooms third floor.",,,,30.00, PINE STREET INN,Michael Kiley,(781)273-9470,(617)524-6057,82-   Green ST,Jamaica Plain,MA,02130,761821.083601221,2938868.06262092
LB-98760,BLRDS0239,Active,Misc,Billiards/Sippio,2014-04-28,2022-12-31,BALTARY CORP.,CLOCK TAVERN,,POOL TABLE TO BE LOCATED ON THE FIRST FLOOR.,8:00 A.M.,12:00 A.M.,12:30 A.M.,0.00, BALTARY CORP., MARU CUMMINS,,(617)592-5324,342- W Broadway ,South Boston,MA,02127,777905.475968197,2948636.70608601
LB-101503,DRMTY0296,Active,Misc,Dormitory,2014-04-25,2023-04-30,COMMONWEALTH REALTY TRUST,Commonwealth Realty Trust,,5 story brick building.,,,,38.00, COMMONWEALTH REALTY TRUST,Leanne Gibbons,,(617)217-9225,125-   Commonwealth AVE,Boston,MA,02116,770348.696953162,2953759.07661879
LB-101745,LDGHS0135,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2022-04-30,284 HEXAGON LLC,No. 284,,"5 story building with 2 rooms on 1st floor, 5 rooms on 2nd floor, 5 rooms on 3rd floor, 5 rooms on 4th floor, 5 rooms on 5th floor and 1 room on mezzanine.",,,,39.00, 284 HEXAGON LLC,Gregg Klein,,(617)424-1230,284-   Commonwealth AVE,Boston,MA,02115,768464.217655406,2952736.71095383
LB-101347,DRMTY0063,Active,Misc,Dormitory,2014-04-25,2023-04-30,THETA XI HOUSING CORP,M.I.T,,Five story brick building.,,,,40.00, THETA XI HOUSING CORP,JAMES JANOSKY,(617)253-6030,,64-   Bay State RD,Boston,MA,02215,765404.138068557,2952747.51972185
LB-101349,DRMTY0065,Active,Misc,Dormitory,2014-04-25,2023-04-30,165BSR INC,M.I.T,,Four story brick building with basement.,,,,29.00, 165BSR INC.,ROBERT DERDIGER,,,165-   Bay State RD,Boston,MA,02215,764021.451731264,2953036.19684212
LB-101773,LDGHS0239,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2023-04-30,Bay Village Suites LLC,,,"Four story building with 3 rooms on first floor, 3 rooms on second floor, 4 rooms on third floor and 4 rooms on fourth floor.",,,,17.00, BAY VILLAGE SUITES LLC,Robert Weintraub,(617)610-2062,,143-   Arlington ST,Boston,MA,02116,772520.820603177,2952328.62231346
LB-101723,LDGHS0053,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2023-04-30,Bay Village Suites LLC,,,"Four story building with basement.  2 rooms on basement, 3 rooms on first floor, 4 rooms on second floor, 4 rooms on third floor and 4 rooms on fourth floor.",,,,20.00, BAY VILLAGE SUITES LLC,Robert Weintraub,(617)610-2062,,1-   Cortes ST,Boston,MA,02116,772478.10639514,2952275.5649374
LB-101724,LDGHS0055,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2023-04-30,Bay Village Suites LLC,,,"Four story building  with basement. 2 rooms in basement, 3 rooms on first floor, 4 rooms on 2nd floor, 3 rooms on 3rd floor, 4 rooms on fourth floor",,,,19.00, BAY VILLAGE SUITES LLC,Robert Weintraub,(617)610-2062,,5-  Cortes ST,Boston,MA,02116,772437.025561982,2952275.19488359
LB-101357,DRMTY0094,Active,Misc,Dormitory,2014-04-25,2023-04-30,MASS DELTA ALUMNI CORP OF SIGMA PHI EPSILON,M.I.T,Mass Delta Alumni Corp Sigma Phi,"5 floors, brick townhouse",,,,36.00, MASS DELTA ALUMNI CORP OF SIGMA PHI EPSILON,Eddie Chin,,(617)536-1300,515-   Beacon ST,Boston,MA,02215,766871.424085915,2952975.36132206
LB-101358,DRMTY0095,Active,Misc,Dormitory,2014-04-25,2023-04-30,MASS DELTA ALUMNI CORP OF SIGMA PHI EPSILON,M.I.T,Mass Delta Alumni Corp Phi Epsil,"6 story brick townhouse with thirteen bedrooms, kitchen, laundry, alley parking, 4 bathrooms, steam heatd gas.",,,,40.00, MASS DELTA ALUMNI CORP OF SIGMA PHI EPSILON,Eddie Chin,,(617)536-1300,518-   Beacon ST,Boston,MA,02215,766853.957941905,2953122.5065382
LB-101359,DRMTY0096,Active,Misc,Dormitory,2014-04-25,2023-04-30,MASS. ETA KAPPA THETA,M.I.T,,4 floors plus basement.,,,,40.00, MASS. ETA KAPPA THETA, Ladd M. Horvath,,6174377795,229-   Commonwealth AVE,Boston,MA,02116,769077.82149598,2953293.63815436
LB-101504,DRMTY0297,Active,Misc,Dormitory,2014-04-25,2023-04-30,COMMONWEALTH REALTY TRUST,Commonwealth Realty Trust,,5 story brick building.,,,,38.00, COMMONWEALTH REALTY TRUST,Leanne Gibbons,,(617)217-9225,127-   Commonwealth AVE,Boston,MA,02116,770324.423705131,2953748.02340278
LB-101505,DRMTY0298,Active,Misc,Dormitory,2014-04-25,2023-04-30,COMMONWEALTH REALTY TRUST,Commonwealth Realty Trust,,6 story brick building.,,,,58.00, COMMONWEALTH REALTY TRUST,Leanne Gibbons,,(617)217-9225,181-   Commonwealth AVE,Boston,MA,02116,769709.193016559,2953529.97268258
LB-101508,DRMTY0301,Active,Misc,Dormitory,2014-04-25,2022-04-30,COMMONWEALTH REALTY TRUST,Commonwealth Realty Trust,,5 story brick building.,,,,38.00, COMMONWEALTH REALTY TRUST,Leanne Gibbons,,(617)217-9225,164-   Marlborough ST,Boston,MA,02116,769975.46370481,2953800.96234682
LB-101537,DRMTY0338,Active,Misc,Dormitory,2014-04-25,2023-04-30,BOSTON COLLEGE,BOSTON COLLEGE,,,,,,324.00, BOSTON COLLEGE, George Arey,,6175523202,110-  Saint Thomas More RD,Brighton,MA,02135,746430.963760689,2948647.87625569
LB-101817,LDGHS0332,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2021-04-30,HALEY HOUSE,,,"13 single room reserved for homeless individuals as defiend by the City of Boston.  2 rooms on first floor, 2 rooms on second floor, 3 rooms on third floor, 3 rooms on fourth floor and 3 rooms on fifth floor.",,,,13.00, HALEY HOUSE,Kathleen O'Connor,,(617)236-8132,497-   Columbus AVE,Roxbury,MA,02118,769839.212472677,2950185.16656746
LB-101818,LDGHS0333,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2021-04-30,HALEY HOUSE,,,"13 single room reserved for permanent housing for homeless individuals as defined by the City of Boston.  2 rroms on first floor, 2 rooms on second floor, 3 rooms on third floor, 3 rooms on fourth floor & 3 rooms on fifth floor.",,,,13.00, HALEY HOUSE,Jill Kimmel,,(617)236-8132,503     Columbus AVE,Roxbury,MA,02118,769790.801848635,2950133.90807141
LB-101818,LDGHS0333,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2021-04-30,HALEY HOUSE,,,"13 single room reserved for permanent housing for homeless individuals as defined by the City of Boston.  2 rroms on first floor, 2 rooms on second floor, 3 rooms on third floor, 3 rooms on fourth floor & 3 rooms on fifth floor.",,,,13.00, HALEY HOUSE,Kathleen O'Connor,,(617)236-8132,503     Columbus AVE,Roxbury,MA,02118,769790.801848635,2950133.90807141
LB-98703,BLRDS0006,Active,Misc,Billiards/Sippio,2014-04-25,2022-12-31,"STRETFORD END, INC.",BRIGHTON MUSIC HALL,,In one room on the first floor with kitchen in the rear and storage in the basement.,,2:00 AM,2:30 AM,0.00," STRETFORD END, INC.", P. DECLAN MEHIGAN,,(781)492-7153,158-  Brighton AVE,Allston,MA,02134,755499.045835331,2953822.96823485
LB-101416,DRMTY0181,Active,Misc,Dormitory,2014-04-25,2023-04-30,BETA NU HOUSE CORPORATION,M.I.T,,Five story building including basement.,,,,60.00, BETA NU HOUSE CORPORATION, John Rondoni,,6172473687,416-   Beacon ST,Boston,MA,02115,767979.081718951,2953554.3161066
LB-101312,DRMTY0014,Active,Misc,Dormitory,2014-04-25,2023-04-30,BETA UPSILON CHAPTER OF BETA THETA PI,M.I.T,,4 story brick building.,,,,25.00, BETA UPSILON ASSOCIATION,CORNELIUS HARRIGAN,,(617)267-9570,119-   Bay State RD,Boston,MA,02215,764635.348691836,2952977.12413806
LB-101398,DRMTY0141,Active,Misc,Dormitory,2014-04-25,2023-04-30,PSI DELTA CORPORATION,M.I.T,,"Brown stone, six floors, game room, kitchen, dining room.",,,,39.00, INCORPORATE ALUMNI OF PSI DELTA, Stanley Wulf,(617)253-6030,(508)875-9720,97-   Bay State RD,Boston,MA,02215,765000.441204175,2952942.40177003
LB-101417,DRMTY0182,Active,Misc,Dormitory,2014-04-25,2023-04-30,PI LAMBDA PHI,M.I.T,,Four story brownstone plus basement.,,,,42.00," 450 BEACON STREET, INC.",JAMES C. GENTRY,(617)253-6030,,450-   Beacon ST,Boston,MA,02115,767690.349302679,2953450.87773851
LB-101356,DRMTY0092,Active,Misc,Dormitory,2014-04-25,2023-04-30,LAMBDA CHI ALPHA,M.I.T,,6 story brick building.,,,,49.00," LAMBDA ZETA ASSOCIATES, INC.",Michael Tarsi,(617)253-6030,(617)266-7021,99-   Bay State RD,Boston,MA,02215,764970.672340155,2952949.54983403
LB-101418,DRMTY0185,Active,Misc,Dormitory,2014-04-25,2023-04-30,THETA CHI,M.I.T,,Five story brick building.,,,,28.00, BETA CHAPTER OF THETA CHI FRATERNITY,DAVID BAUMGARTNER,(617)253-6030,(617)267-1801,528     Beacon ST,Boston,MA,02215,766733.571093783,2953086.21498616
LB-101453,DRMTY0235,Active,Misc,Dormitory,2014-04-25,2023-04-30,TAU EPSILON PHI,M.I.T,,"Five story brownstone with 2 kitchens, living room, dining room, 6 singles, 5 doubles, 3 triples and 4 quads.",,,,36.00,"MIT ALUMNI OF TAU EPSILON PHI STUDENT AID FOUNDATION, INC.",ANDREW SUDBURY,(617)253-6030,(617)262-5090,253-   Commonwealth AVE,Boston,MA,02116,768748.651127666,2953168.12314624
LB-101476,DRMTY0268,Active,Misc,Dormitory,2014-04-25,2023-04-30,ALPHA CHI SORORITY,M.I.T,,Four story brownstone building.,,,,25.00,"HOUSING ASSOCIATION OF THETA OMICRON OF ALPHA CHI OMEGA, INC.",Catherine Higgins,,(617)450-0039,478-   Commonwealth AVE,Boston,MA,02215,765928.030165046,2952290.82909742
LB-101313,DRMTY0015,Active,Misc,Dormitory,2014-04-25,2023-04-30,BETA UPSILON CHAPTER OF BETA THETA PI,M.I.T,,4 story brick building.,,,,20.00, BETA UPSILON ASSOCIATION,CORNELIUS HARRIGAN,,(508)274-7375,120-   Bay State RD,Boston,MA,02215,764644.229459837,2952813.1734499
LB-101482,DRMTY0274,Active,Misc,Dormitory,2014-04-25,2023-04-30,SIGMA KAPPA - THETA LAMBDA,M.I.T,,Four story building with basement.,,,,25.00,THETA LAMBDA CHAPTER HOUSE CORPORATION OF SIGMA KAPPA SORORITY,SARA WILMER,,(617)629-0233,480-   Commonwealth AVE,Boston,MA,02215,765900.998197019,2952290.70042542
LB-101705,LDGHS0010,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2023-04-30,119 BERKELEY LLC,WESTMORELAND HOUSE,       ,"5 story brick with basement. 3 rooms on basement, 4 rooms on 1st floor, 4 rooms on 2nd floor, 4 rooms on 3rd floor, 4 rooms on 4th floor and 4 rooms on 5th floor.",,,,25.00, MVC 119 BERKELEY LLC,BRUCE PERCELAY,,(617)267-0006,119-   Berkeley ST,Boston,MA,02116,772051.037882745,2952266.1259934
LB-101838,LDGHS0358,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-25,2023-04-30,TEMPLE PLACE SUITES LLC,,,"FIVE STORY BUILDING WITH 10 ROOMS ON THE SECOND FLOOR, 10 ROOMS ON THE THIRD FLOOR, 8 ROOMS ON THE FOURTH FLOOR, 8 ROOMS ON THE FIFTH FLOOR AND 8 ROOMS ON THE SIXTH FLOOR.",,,,85.00, TEMPLE PLACE SUITES LLC,Russell Oken,(617)888-9469,,29-35  Temple PL,Boston,MA,02111,774511.368893027,2954724.30241169
LB-126410,,Active,CV,CV7 All Alc. Airp.,2014-04-25,2022-12-31,"TASTES ON THE FLY LOGAN, LLC",STEPHANIE'S,,"FULL SERVICE RESTAURANT WITH DINING AREA AND BAR ON ONE FLOOR, WITH FULL SERVICE KITCHEN AND STORAGE AREA.",,2:00 A.M.,2:30 A.M.,127.00," TASTES ON THE FLY LOGAN, LLC", Antonio Alicea,,,"      Logan Airport, Terminal B  ",East Boston,MA,02128,,
LB-101307,DRMTY0004,Active,Misc,Dormitory,2014-04-25,2023-04-30,PHI SIGMA KAPPA,M.I.T,,4 story building plus basement.,,,,26.00, ALUMNI ASSOC OF OMICRON CHAPT. OF PHI SIGMA KAPPA, PAUL R WALSH,(617)512-8186,,487     Commonwealth AVE,Boston,MA,02215,765858.99400498,2952596.6197537
LB-98751,BLRDS0204,Active,Misc,Billiards/Sippio,2014-04-25,2022-12-31,OLD COLONY YACHT CLUB,,ALSO HAS CLUB LICENSE 98791,FIRST FLOOR,,1:00 AM,1:30 AM,0.00, OLD COLONY YACHT CLUB, THOMAS CARLETON,,,235-   Victory RD,Dorchester,MA,02122,779420.074625611,2934567.69106491
LB-127459,,Active,CV,Common Victualler,2014-04-25,2022-12-31,"Air Ventures, LLC",Peet's Coffee & Tea,,"New Terminal B at Boston Logan approx 1,000 sft. behind TSA security, all on 2nd level Consists of our product line and small storage & and dish area in rear.",4:30 AM,10:00 PM,10:30 PM,32.00," Air Ventures, LLC",MARK LEVINE,(617)650-0151,,      Logan Airport 200 Terminal B  ,East Boston,MA,02128,0,0
LB-101481,DRMTY0273,Active,Misc,Dormitory,2014-04-25,2023-04-30,BOSTON COLLEGE MICHAEL P. WALSH HALL,,,Eight story high rise apartment suite style building.  ,,,,837.00, BOSTON COLLEGE MICHAEL P. WALSH HALL, George Arey,,6175523202,150-  Saint Thomas More RD,Brighton,MA,02135,746659.262241211,2948420.22877144
LB-101480,DRMTY0272,Active,Misc,Dormitory,2014-04-25,2023-04-30,BOSTON COLLEGE MODULARS,,,Two story building. ,,,,483.00, BOSTON COLLEGE MODULARS, George Arey,,6175523202,100-   Saint Thomas More RD,Brighton,MA,02135,746343.724105775,2948286.33104701
LB-101479,DRMTY0271,Active,Misc,Dormitory,2014-04-25,2023-04-30,BOSTON COLLEGE GREYCLIFF HALL,,,Three story building.,,,,50.00, BOSTON COLLEGE GREYCLIFF HALL, George Arey,,6175523202,2051     Commonwealth AVE,Brighton,MA,02135,747766.258116126,2949230.52013457
LB-101478,DRMTY0270,Active,Misc,Dormitory,2014-04-25,2023-04-30,BOSTON COLLEGE 90 SAINT THOMAS,,,Six story suite style building.  ,,,,417.00, BOSTON COLLEGE 90 SAINT THOMAS, George Arey,,6175523202,90-   Saint Thomas More RD,Brighton,MA,02135,745866.727356359,2948609.68177827
LB-101477,DRMTY0269,Active,Misc,Dormitory,2014-04-25,2023-04-30,BOSTON COLLEGE VANDERSLICE,,,Six story building.,,,,464.00, BOSTON COLLEGE VANDERSLICE, George Arey,,6175523202,70-   Saint Thomas More RD,Brighton,MA,02135,746203.967167437,2948513.76169452
LB-101304,DRMTY0001,Active,Misc,Dormitory,2014-04-24,2023-04-30,NU DELTA ALUMNI ASSOCIATION,M.I.T,,4 story plus basement.,,,,28.00,ALUMNI ASSOCIATION OF THE NU DELTA CHAPTER OF THE PHI MU DELTA FRATERNITY,"RICHARD L. POSSEMATO, III",,(617)437-7300,460-   Beacon ST,Boston,MA,02115,767574.346646577,2953402.94138646
LB-101306,DRMTY0003,Active,Misc,Dormitory,2014-04-24,2023-04-30,"ALPHA THETA CHAPTER OF SIGMA CHI, INC.",M.I.T,,Five story brick building.,,,,32.00," ALPHA THETA CHAPTER OF SIGMA CHI, INC.",MICHAEL GIBSON,,(617)899-4284,532-   Beacon ST,Boston,MA,02215,766685.002549738,2953067.76055415
LB-101345,DRMTY0061,Active,Misc,Dormitory,2014-04-24,2023-04-30,ALPHA PHI SORORITY,M.I.T,,6 story brick and stone structure.,,,,64.00,"ZETA PHI CHAPTER HOUSE CORPORATION OF ALPHA PHI INTERNATIONAL FRATERNITY, INC.",KIM L. HUNTER,,(617)538-7378,479-   Commonwealth AVE,Boston,MA,02215,765961.644757077,2952611.68548171
LB-101310,DRMTY0012,Active,Misc,Dormitory,2014-04-24,2023-04-30,THE BETA FOUNDATION,M.I.T,,"Five story building with basement.  3 rooms in basement, 5 rooms on third floor, 5 rooms on fourth floor and 6 rooms on fifth floor.",,,,48.00, THE BETA FOUNDATION, Thomas O. Holtey,,6175276809,32-   Hereford ST,Boston,MA,02115,768038.957687006,2952913.213322
LB-101821,LDGHS0336,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-24,2023-04-30,"MERIDIAN ROOMS, INC.",GINA GUERRERO,,"Third story building with 2 rooms on first floor, 7 rooms on second floor and 8 rooms on third floor.",,,,17.00," MERIDIAN ROOMS, INC.", Oscar Guerrero,,7816392878,100-   Meridian ST,East Boston,MA,02128,780653.37513876,2961177.5409777
LB-101733,LDGHS0101,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-24,2022-04-30,PATRICIA A PETTIFORD,,       ,"Four story building with 1 room on 1st floor, 2 rooms on 2nd floor, 3 rooms on 3rd floor and 3 rooms on 4th floor.",,,,10.00, PATRICIA A PETTIFORD, Patricia A. Pettiford,,6175369594,151- W Concord ST,Roxbury,MA,02118,770460.275161266,2949244.36973458
LB-101314,DRMTY0016,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-24,2022-04-30,Maverick Suites LLC,,,Four story brick building with basement.  ,,,,42.00, MAVERICK SUITES LLC,Bruce Miller,(617)283-8029,,28     Fenway  ,Boston,MA,02215,766970.995286018,2951268.13210447
LB-101346,DRMTY0062,Active,Misc,Dormitory,2014-04-24,2023-04-30,XI SAM/FENWAY HOUSE ALUMNI CORPORATION,M.I.T,XI SAM FENWAY HOUSE ALUMNI CORPORATION,Four story brick building plus basement.,,,,15.00, XI SAM/FENWAY ALUMNI CORPORATION,Marc D. Tanner,,(617)437-1043,34-   Fenway ,Boston,MA,02215,766952.509909988,2951176.93616839
<<<<<<< HEAD:fall22-team-1/deliverable2/Licensing Board Licenses.csv
LB-101311,DRMTY0013,Active,Misc,Dormitory,2014-04-24,2023-04-30,BETA GAMMA EPSILON ALUMNI INC.,N.E UNIV. BETA GAMMA,,5 story brick building,,,,23.00, BETA GAMMA EPSILON ASSOCIATION ALUMNI INC.,Conor Byrne,,(617)262-1639,234-   Commonwealth AVE,Boston,MA,02116,769160.342648044,2953002.50001009
LB-101305,DRMTY0002,Active,Misc,Dormitory,2014-04-24,2023-04-30,PHI KAPPA SIGMA,M.I.T,,5 floors brick building.,,,,44.00,"ALUMNI ASSOCIATION OF ALPHA MU CHAPTER OF PHI KAPPA SIGMA FRATERNITY, INC.",John Cloutier,(617)253-6030,,530-   Beacon ST,Boston,MA,02215,766709.29544577,2953075.16557816
LB-127492,,Active,CV,Common Victualler,2014-04-24,2022-12-31,"Sharon Group, LLC",Sharon Korean Kitchen,Hours operation Tuesday Sunday 11 00 AM 8 PM,"Kitchen, caf, seating area, office, employee changing room, two bathrooms, full basement.",11:00 AM,8:00 PM,8:30 PM,40.00," Sharon Group, LLC",Richeng Piao,(781)990-8899,,1727-  Centre ST,West Roxbury,MA,02132,751087.192903221,2929944.0649486
LB-101813,LDGHS0327,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-24,2021-04-30,JAY ZOLA,,,,,,,21.00, JAY ZOLA, Helen M. Lowthers,,7812841501,14-   Monument SQ,Charlestown,MA,02129,775179.46246165,2962539.65656297
LB-101465,DRMTY0257,Active,Misc,Dormitory,2014-04-23,2023-04-30,SUFFOLK UNIVERSITY,,,Eleven story building.,,,,456.00, SUFFOLK UNIVERSITY,Ashley Lindsey,,(617)305-1774,150     Tremont ST,Boston,MA,02111,774257.999996796,2954620.00001159
=======
LB-101821,LDGHS0336,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-24,2023-04-30,"MERIDIAN ROOMS, INC.",GINA GUERRERO,,"Third story building with 2 rooms on first floor, 7 rooms on second floor and 8 rooms on third floor.",,,,17.00," MERIDIAN ROOMS, INC.", Oscar Guerrero,,7816392878,100-   Meridian ST,East Boston,MA,02128,780653.37513876,2961177.5409777
LB-127492,,Active,CV,Common Victualler,2014-04-24,2022-12-31,"Sharon Group, LLC",Sharon Korean Kitchen,Hours operation Tuesday Sunday 11 00 AM 8 PM,"Kitchen, café, seating area, office, employee changing room, two bathrooms, full basement.",11:00 AM,8:00 PM,8:30 PM,40.00," Sharon Group, LLC",Richeng Piao,(781)990-8899,,1727-  Centre ST,West Roxbury,MA,02132,751087.192903221,2929944.0649486
LB-101314,DRMTY0016,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-24,2022-04-30,Maverick Suites LLC,,,Four story brick building with basement.  ,,,,42.00, MAVERICK SUITES LLC,Bruce Miller,(617)283-8029,,28     Fenway  ,Boston,MA,02215,766970.995286018,2951268.13210447
>>>>>>> origin/test-dev:fall22-team-1/deliverable2/downloaded data/consumers&others.csv
LB-101512,DRMTY0306,Active,Misc,Dormitory,2014-04-23,2023-04-30,SUFFOLK UNIVERSITY,,,19 story building.,,,,400.00, SUFFOLK UNIVERSITY,Ashley Lindsey,(617)305-6234,(617)697-1698,10-   Somerset ST,Boston,MA,02114,774594.180765107,2956072.75012495
LB-101541,DRMTY0343,Active,Misc,Dormitory,2014-04-23,2023-04-30,SUFFOLK UNIVERSITY,SUFFOLK UNIVERSITY,,7 story building.,,,,282.00, SUFFOLK UNIVERSITY,Ashley Lindsey,,(617)305-1774,10-   West ST,Boston,MA,02111,774516.021145136,2954445.54993822
LB-98750,BLRDS0201,Active,Misc,Billiards/Sippio,2014-04-23,2022-12-31,"BOSWORTH PLACE, INC.","""BEANTOWN PUB""",,In one room on the first floor; kitchen and storage in the rear.,,2:00 AM,2:30 AM,0.00," BOSWORTH PLACE, INC.", ROGER ZEGHIBE,,,100-   Tremont ST,Boston,MA,02108,774826.999997333,2955510.00001241
LB-101549,DRMTY0351,Active,Misc,Dormitory,2014-04-23,2023-04-30,SUFFOLK UNIVERSITY,SUFFOLK UNIVERSITY,,A 12 story building.,,,,205.00, SUFFOLK UNIVERSITY,Ashley Lindsey,,(617)305-2500,523-525  Washington ST,Boston,MA,02111,774512.219811282,2954393.38291648
LB-98721,BLRDS0049,Active,Misc,Billiards/Sippio,2014-04-23,2022-12-31,"MRJ, INC.","""THE HUB PUB""",       ,In one room on the first floor with kitchen in the rear storage in the basement.,,2:00 AM,2:30 AM,0.00," MRJ, INC.", MICHAEL S. ZEGHIBE,,6175224864,18-   Province ST,Boston,MA,02108,775204.999997676,2955520.00001243
LB-101775,LDGHS0245,Active,Misc,Lodging Houses (Frat/Dorm),2014-04-23,2022-04-30,KENNETH CUNNINGHAM,,       ,"Three story building with basement.  4 rooms on basement, 6 rooms on first floor, 5 rooms on second floor and 5 rooms on third floor.",,,,20.00, Kenneth Cunningham, Kenneth Cunningham,,,71-   Perkins ST,Charlestown,MA,02129,770034.35880886,2965404.68901363
LB-126649,,Active,CV,CV7 All Alc. Airp.,2014-04-23,2022-12-31,"UNITED AIRLINES, INC.",UNITED CLUB,Board granted permission to begin alcohol service on Sundays 10 00 M,"A COMMERCIAL CLUB DESIGNATION UNDER CMR 204-2.15 (1). APPROXIMATELY 9070 SF CLUB IN TERMINAL B OF LOGAN AIRPORT INCLUDING BAR, LOUNGE, CAFE, CONFERENCE BUSINESS CENTERS AND STORAGE.",,2:00 A.M.,2:30 AM,280.00," UNITED AIRLINES, INC.", JAMES MCMANUS,(617)634-7591,,      Logan Airport Terminal B  ,East Boston,MA,02128,0,0
LB-98735,BLRDS0096,Active,Misc,Billiards/Sippio,2014-04-18,2022-12-31,KUN WOO YU,ALLSTON BILLIARDS,,In one room on the second floor.,11:00 AM,1:00 AM,1:30 AM,0.00, KUN WOO YU, KUN WOO YU,,,445-   Cambridge ST,Allston,MA,02134,754708.272714585,2954485.01876347
LB-101462,DRMTY0249,Active,Misc,Dormitory,2014-04-17,2023-04-30,BOSTON CONSERVATORY,,,Four story building. ,,,,61.00, BOSTON CONSERVATORY,Ryan Anderson,,(857)214-0852,26     Fenway  ,Boston,MA,02215,766978.930230021,2951304.6127125
LB-101463,DRMTY0251,Active,Misc,Dormitory,2014-04-17,2023-04-30,BOSTON CONSERVATORY,,,Four story building.  ,,,,31.00, BOSTON CONSERVATORY,Ryan Anderson,,(857)214-0852,40     Fenway  ,Boston,MA,02215,766928.53016597,2951103.93575232
LB-101461,DRMTY0248,Active,Misc,Dormitory,2014-04-17,2023-04-30,BOSTON CONSERVATORY,,,Four story building with basement.,,,,54.00, BOSTON CONSERVATORY,Ryan Anderson,,(857)214-0852,24     Fenway  ,Boston,MA,02215,766984.179222018,2951337.43661652
LB-101460,DRMTY0247,Active,Misc,Dormitory,2014-04-17,2023-04-30,BOSTON CONSERVATORY,,,Four story building.,,,,35.00, BOSTON CONSERVATORY,Ryan Anderson,,(857)214-0852,32     Fenway  ,Boston,MA,02215,766957.811509997,2951198.82730441
LB-101459,DRMTY0246,Active,Misc,Dormitory,2014-04-17,2023-04-30,BOSTON CONSERVATORY,,,Four story brick building.,,,,32.00, BOSTON CONSERVATORY,Ryan Anderson,,(857)214-0852,54     Fenway  ,Boston,MA,02215,766896.930101946,2950928.85863215
LB-98720,BLRDS0046,Active,Misc,Billiards/Sippio,2014-04-17,2021-12-31,ROXBURY'S MEN'S CLUB,,       ,In one room on the first floor with kitchen in the rear storage in the basement.  ,6:00 AM,MIDNIGHT,12:30 AM,0.00, Roxbury's Men's Club, EMMITT PERRY,,427-9206,610-   Shawmut AVE,Roxbury,MA,02118,769635.7391285,2947582.15485303
LB-98747,BLRDS0182,Active,Misc,Billiards/Sippio,2014-04-16,2021-12-31,KITTY O'SHEA'S INC.,FLANN O'BRIEN'S,,Side entrance 2a Wigglesworth Street; in one room and office on first floor; cellar for stock.  Capacity breakdown: no more than 49 standing.,,1:00 AM,1:30 AM,0.00," KITTY O'SHEA'S, INC.", FINBARR MURRAY,,(617)731-5969,1619     Tremont ST,Roxbury,MA,02120,763416.999986708,2946930.00000443
LB-98757,BLRDS0229,Active,Misc,Billiards/Sippio,2014-04-16,2022-12-31,"BRAEMORE LOUNGE, INC.",Cornwall's,,ONE POOL TABLE TO BE LOCATED ON THE FIRST FLOOR.,8:00 AM,2:00 AM,2:30 AM,0.00," BRAEMORE LOUNGE, INC.", JOHN F. BEALE,(617)262-3749,(617)266-8307,642-648   Beacon ST,Boston,MA,02215,765502.517268643,2952637.20016974
