,license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,fulladdress,Latitude,Longitude
152,LB-202482,,Active,CV7 All Alc.,2016-11-29,2022-12-31,"MONUMENT 251, LLC",Monument,,ONE ROOM ON 1ST FLOOR WITH KITCHEN IN THE REAR; STORAGE IN THE BASEMENT.  ENTRANCE/EXIT IN THE FRONT OF BUILDING.,,1:00 AM,1:30 AM,90.0," Monument 251, LLC",Adam Hawk,(617)242-7229,,251-  Main ST,charlestown,MA,02129,"251-  Main ST, Charlestown, MA, 02129",42.3768553433523,-71.06576208420744
153,LB-202232,,Active,CV7 All Alc.,2016-11-28,2022-12-31,"BEY GROUP, LLC",MIDA,,1700 SQ FT RESTAURANT/TAVERN LOCATED ON THE 1ST FLOOR. PREMISES ARE LOCATED ON THE SOUTHWEST CORNER OF THE INTERSECTION OF TREMONT STREET AND MASSACHUSETTS AVENUE.  MAIN ENTRANCE AND SECONDARY MEANS OF EGRESS LOCATED ON TREMONT STREET. TO INCLUDE A SEASONAL SIDEWALK CAFE FROM MAY 1ST THROUGH ,,2:00 AM,2:30 AM,95.0," BEY GROUP, LLC", DOUGLASS WILLIAMS,(617)383-0033,,782-  Tremont ST,roxbury,MA,02118,"782-  Tremont ST, Roxbury, MA, 02118",42.33903000004194,-71.08043000127024
154,LB-202268,,Active,INNALN - Neighborhood Restricted,2016-11-28,2022-12-31,"Colwen Management, Inc.",Residence Inn by Marriott South End Boston,,,,2:00 AM,2:30 AM,0.0," Colwen Management, Inc.", Gael Shungu,,,2001-  Washington ST,roxbury,MA,02120,"2001-  Washington ST, Roxbury, MA, 02120",42.33362680207337,-71.0814490694081
155,LB-202199,,Active,CV7ALN - Neighborhood Restricted,2016-11-22,2022-12-31,24 NEW STREET RESTAURANT LLC,Reel House,413 capacity Interior 164 amp Exterior 249,,,2:00 AM,2:30 AM,164.0, 24 New Street Restaurant LLC,"C. Charles Larner, III",,,6-26  New ST,eastboston,MA,02128,"6-26  New ST, East Boston, MA, 02128",42.371193994675075,-71.04395018758838
156,LB-162574,,Active,CV7 All Alc. (Special Legislation),2016-11-22,2022-12-31,"MONICA'S TRATTORIA ON PRINCE, INC.",MONICA'S TRATTORIA,1 ALL ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR 3 CLOSING HOUR ON FRIDAY SUNDAY IS MIDNIGHT MONDAY THURSDAY 11 00 P M,"AT 67-69 PRINCE STREET IN TWO ROOMS WITH KITCHEN ON FIRST FLOOR, PREP KITCHEN AND STORAGE IN BASEMENT.",,11:00 PM,11:30 PM,49.0," MONICA'S TRATTORIA ON PRINCE, INC.", PATRICK MENDOZA,,(617)227-0311,67-  Prince ST,boston,MA,02113,"67-  Prince ST, Boston, MA, 02113",42.36522000001772,-71.05526000124176
157,LB-161765,,Active,Inn. All Alc. Restrict.,2016-11-21,2022-12-31,"WS- BLOCK J, LLC",YOTEL,,326 room hotel with ground floor restaurant/ bar and break out space and indoor/ year round outdoor roof patio (same hours as bar) and terrace bar and lounge and service basement.,,2:00 AM,2:30 AM,0.0," WS- BLOCK J, LLC", PATRICIA E. BERRY,,,65-  Seaport BLVD,boston,MA,02210,"65-  Seaport BLVD, Boston, MA, 02210",42.352316831970306,-71.04730353649755
158,LB-202968,,Active,Retail All Alc.,2016-11-10,2022-12-31,COMMON VINES LLC,,,869 SF on first floor of a class A office building (1M+SF). Two entrances to the premises and entrance from lobby off west end of building; and a second entrance to be constructed directly onto Devonshire Street. See attached floor plan initial schematic design. ,,11:00 PM,,0.0, COMMON VINES LLC,Jennifer Scott,,,100     Summer ST,boston,MA,02110,"100     Summer ST, Boston, MA, 02110",42.353633000074254,-71.05736600081144
159,LB-161356,,Active,CV7ALN - Neighborhood Restricted,2016-10-26,2021-12-31,GREAT TASTE BAKERY & RESTAURANT,,,"In two rooms on the first floor with kitchen in the rear storage in basement. Four story building, first floor to be licensed, 3 rooms on first floor (restaurant side 900 sq ft-bakery side 400 sq ft and kitchen 600 sq ft), 2 entrances and 2 exits with bakery & restaurant consisting of total 3800 sq",,11:00 PM,11:30 PM,49.0, GREAT TASTE BAKERY & RESTAURANT, TAO CHEN,,(781)526-0339,61     Beach ST,boston,MA,02111,"61     Beach ST, Boston, MA, 02111",42.35114999982746,-71.06025000155279
160,LB-155692,,Active,CV7ALN - Neighborhood Restricted,2016-08-30,2022-12-31,TRES (3) ISLAS GROUP CORP,DONA HABANA LLC,,"5,482 square feet of restaurant space (6,670 SQ. FT. w/ outdoor patio) located on the ground floor of hotel retail space as shown on Exhibit ""A."" The 5,482 SQ. FT of indoor space to be licensed consists of: (2) large rooms, (1) long corridor connecting the rooms, (1) large kitchen with storage, walk",,1:00 AM,1:30 AM,224.0, TRES (3) ISLAS GROUP CORP, NIVIA J. PRINA,(617)293-5361,(617)515-0362,7-17  Melnea Cass BLVD,roxbury,MA,02119,"7-17  Melnea Cass BLVD, Roxbury, MA, 02119",42.332045063028495,-71.07372617469169
161,LB-177257,,Active,Retail Malt Wine,2016-08-29,2022-12-31,"Ada's Tropical, Inc.",,No sale singles,"Single story commercial building, 3 rooms, 2 entrance 2 exits (2107 sq ft); parking lot (31 sq ft); basement for storage (2107 sq ft). Total sq ft - 4245.",,11:00 PM,,0.0," Ada's Tropical, Inc.",Claudine R. Allen,(617)905-5347,,118-   Norfolk ST,boston,MA,02124,"118-   Norfolk ST, Boston, MA, 02124",42.288060000004535,-71.0769000012319
162,LB-167065,,Active,CV7 Malt Wine Liq.,2016-08-26,2022-12-31,"Tora Ramen, Inc.",TORA RAMEN,,,,1:00 AM,1:30 AM,16.0," TORA RAMEN, INC.", PATRICK ZHONG,,,99     Harrison AVE,boston,MA,02111,"99     Harrison AVE, Boston, MA, 02111",42.350810000344715,-71.06163000139092
163,LB-173813,,Active,Retail All Alc.,2016-08-24,2022-12-31,"CANTINA, LLC",CANTINA,Board acknowledged 10 00 AM opening on Sundays,"SUITE 035A; On one (1) floor located on second level of Prudential Center and containing approximately +/- 1,448 square feet in three (3) rooms (Wine and Beer, chilled wine and storage, with two (2) entrances and two (2) exits.",,11:00 PM,,0.0," CANTINA, LLC", CHRISTIAN P. MUTINO,,,800-  Boylston ST,boston,MA,02115,"800-  Boylston ST, Boston, MA, 02115",42.34626000000446,-71.08280000123305
164,LB-144988,,Active,CV7ALN - Neighborhood Restricted,2016-08-12,2022-12-31,Sam Maverick Inc.,LUCY'S AMERICAN TAVERN,10 00 PM CLOSING HOUR ON ANNUAL OUTDOOR PATIO,"Main Entrance/exit on the Granite Avenue, emergency exit onto parking lot; Premise consist 3,500 sq. ft. includes 170 seats; 140 dining room seats; 30 bar seats; with 50 standing. Rear of premise includs sprinkler room, mechanical room, office, liquor room, walk in cooler.",,,1:30 AM,220.0, Sam Maverick Inc.,Shawn Ahern,(617)383-6000,,11-13  Granite AVE,dorchester,MA,02124,"11-13  Granite AVE, Dorchester, MA, 02124",42.28221438246453,-71.05584443273061
165,LB-161359,,Active,CV7 All Alc. (Special Legislation),2016-07-29,2022-12-31,"FUJI AT INK BLOCK, INC.",FUJI AT INK BLOCK,,"Mix use building with 8 floors, first floor to be licensed, 1 dining room with 70 seats, 3 restrooms, 1 kitchen, 1 sushi  bar with 10 seats, 1 alcohol bar with 13 seats, 1 storage room, 1 office, 1 employee locker room, 2 exits, 2 entrances, 4,414 total sq ft, seasonal (June-August) outdoor patio on",,2:00 AM,2:30 AM,103.0," FUJI AT INK BLOCK, INC.", BLAIR LI,(617)869-3222,,352B-  Harrison AVE,roxbury,MA,02118,"352B-  Harrison AVE, Roxbury, MA, 02118",42.34520450590145,-71.06330331936883
166,LB-161343,,Active,CV7ALN - Neighborhood Restricted,2016-07-28,2022-12-31,ULIVO LLC,CUNARD TAVERN,ABCC CONDITIONS 1 THERE MUST BE MANAGERIAL SUPERVISION ON 4TH FLOOR ALL TIMES WHEN IS ACCESIBLE TO PATRONS PUBLIC 2 SO LONG AS THIS LICENSE REMAINS LOCATION 24 ORLEANS STREET EAST BOSTON UNLESS UNTIL COMMISION DECIDES OTHERWISE SHALL REMAIN ATTACHED,"One room with a bar and a kitchen located at the rear on the first floor, as well as a dining terrace and a service area with storage on the fourth floor. The total square footage of the licensed premises is 3,538 sq. ft.",,1:00 AM,1:30 AM,94.0, ULIVO LLC, PHILIP A. FRATTAROLI,(617)543-2529,,24-  Orleans ST,eastboston,MA,02128,"24-  Orleans ST, East Boston, MA, 02128",42.367333244097416,-71.03881313943685
167,LB-173360,,Active,Retail Malt Wine,2016-07-07,2022-12-31,"RBSBW, INC.",ROCHE BROS. SUPERMARKETS,,,,11:00 P.M,,0.0," RBSBW, INC.", SCOTT JOSEPH CRISTI,(617)469-5747,,1800-  Centre ST,westroxbury,MA,02132,"1800-  Centre ST, West Roxbury, MA, 02132",42.28629905345965,-71.15200687231288
168,LB-166987,,Active,Retail All Alc.,2016-06-29,2022-12-31,"PMM VINES, LLC",MAYHEW WINE SHOP,No nips singles,"In 3,000 square feet on ground floor of 20 Melcher Street with a single room and main entrance on Melcher Street and emergency exit at rear stairway leasing to 281 Summer Street.",,11:00 PM,11:30 PM,0.0," PMM VINES, LLC", PRISCILLA MURPHY,(646)812-6744,,20     Melcher ST,boston,MA,02210,"20     Melcher ST, Boston, MA, 02210",42.34995000001829,-71.05033000122124
169,LB-156015,,Active,CV7 Malt Wine,2016-06-13,2022-12-31,JOVENIL BATISTA CRISTO,THEO'S COZY CORNER,,ONE ROOM FIRST FLOOR KITCHEN IN REAR.,,9:00 PM,9:30 PM,19.0, JOVENIL BATISTA CRISTO, JOVENIL BATISTA CRISTO,,(617)569-9616,162-   Salem ST,boston,MA,02113,"162-   Salem ST, Boston, MA, 02113",42.36608300020729,-71.05510800114567
170,LB-166870,,Active,CV7 Malt Wine Airp.,2016-06-03,2022-12-31,OHM CONCESSION GROUP,CURRITO BURRITO,,Terminal A departure level food court space 9,,10:00 PM,10:30 PM,0.0, OHM CONCESSION GROUP, LOURDES WHITNEY,(314)209-9200,,100     Logan Airport Terminal A  ,eastboston,MA,02128,"100     Logan Airport Terminal A  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
171,LB-156769,,Active,CV7ALN - Neighborhood Restricted,2016-06-02,2022-12-31,1508 TREMONT CORP,,,"First floor 1080 sq feet to be licensed, 2 entrance ways, 2 exits, kitchen and restaurant seating. Basement 1080 sq feet for storage. ",,MIDNIGHT,12:30 AM,49.0, 1508 TREMONT CORP, HOLLY-BETH BROCK,(617)519-1234,,1508-  Tremont ST,missionhill,MA,02120,"1508-  Tremont ST, Mission Hill, MA, 02120",42.3321443988505,-71.09951110846538
172,LB-167019,,Active,Clb. All Alc. Vet.,2016-05-26,2022-12-31,"MICHAEL J. PERKINS AMERICAN LEGION POST 67, INC.",PERKINS POST,CLOSING HOUR 10 00 PM SUNDAY THURSDAY MIDNIGHT FRIDAY amp SATURDAY WITH ALCOHOL SERVICE CEASING 11,"In two story building: second story function hall with supply closet and two restrooms, first story dance studio with supply closet and kitchen, basement lounge with three rooms and one restroom.",,Midnight,12:30 AM,140.0," MICHAEL J. PERKINS AMERICAN LEGION POST 67, INC.", RYAN LONG,(617)861-5861,,859- E Fourth St,southboston,MA,02127,"859- E Fourth St, South Boston, MA, 02127",42.33468499987705,-71.02905600167513
173,LB-162511,,Active,CV7 All Alc. (Special Legislation),2016-05-19,2022-12-31,"LCTB FORT POINT, LLC",LOLITA COCINA & TEQUILA BAR,TEMPORARY ASSEMBLY CAPACITY INCREASE OUTDOOR PATIO FROM 5 4 2018 8 TOTAL OCCUPANTS 106 SEATED 26 STANDING 80,"UNIT LL;On one floor on ground floor with bathrooms, kitchen, storage, and dining room with two bars. Seasonal (March-November) outdoor patio on private property with 80 seats and one bar closing hour 1:00 AM.",,,2:30 AM,328.0," LCTB FORT POINT, LLC", MARK MALATESTA,(978)853-1970,,253-   Summer ST,boston,MA,02127,"253-   Summer ST, Boston, MA, 02127",42.350169999605654,-71.05127000139204
174,LB-160336,,Active,CV7ALN - Neighborhood Restricted,2016-05-12,2022-12-31,"LOWER MILLS  TAVERN, INC",LOWER MILLS TAVERN,,"Kitchen in one room and dining room in another room on one floor, one room in basement for storage.",,2:00 AM,2:30 AM,91.0," LOWER MILLS TAVERN, INC.", BRIAN O'DONNELL,(617)908-3110,,2269-   Dorchester AVE,dorchester,MA,02124,"2269-   Dorchester AVE, Dorchester, MA, 02124",42.2729899995897,-71.06805000143515
175,LB-163210,,Active,CV7ALN - Neighborhood Restricted,2016-05-11,2022-12-31,"GEORGE'S RESTAURANT & LOUNGE, INC.",LEVI'S RESTAURANT & LOUNGE,,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR; AND ONE FUNCTION ROOM IN BASEMENT ALONG WITH STORAGE. CAPACITY BREAKDOWN: 1ST FL 35; BASEMENT FUNCTION HALL 99.  ,,2:00 AM,2:30 AM,134.0," GEORGE'S RESTAURANT & LOUNGE, INC.", LEVI GEORGE,,(617)301-3974,323-   Washington ST,dorchester,MA,02121,"323-   Washington ST, Dorchester, MA, 02121",42.29983000029221,-71.07452000106423
176,LB-158623,,Active,Retail Malt Wine,2016-05-04,2022-12-31,"S&H Fuel, Inc",lanzillis Groceria,,"Two story building containing 4,470 SF. The first floor contains cooler for beer and wine as well as storage and also includes one primary entrance and exit. The second floor contains one office, bathroom, break room and storage.",,11:00 PM,,0.0," S&H Fuel, Inc.", Gaurav Patel,(617)563-9658,,931-   Bennington ST,eastboston,MA,02128,"931-   Bennington ST, East Boston, MA, 02128",42.385699999786226,-71.00882000149952
177,LB-144137,,Active,CV7 Malt Wine Liq.,2016-05-02,2022-12-31,SCOPA LLC,Café Amaro,,One room on first floor includes dining with 22 seats and kitchen & storage. One room in basement for storage.,,Midnight,12:30 AM,22.0, Scopa LLC,Gennaro Riccio,(617)543-5650,,319-   Hanover ST,boston,MA,02113,"319-   Hanover ST, Boston, MA, 02113",42.36403848355313,-71.05400893676355
178,LB-160790,,Active,CV7 All Alc.,2016-04-22,2022-12-31,"AL-WADI RESTAURANT, LLC",AL-WADI,MIDNIGHT CLOSING HOUR SUNDAY THURSDAY 1 00 M FRIDAY SATURDAY,"120-Seat restaurant with front entrance for patrons and rear entrance for deliveries and staff. In two rooms and kitchen on first floor, cellar for stock.",,1:00 AM,1:30 AM,95.0," AL-WADI RESTAURANT, LLC", GHASSAN SAMAHA,,6175496226,1249     VFW PKWY,westroxbury,MA,02132,"1249     VFW PKWY, West Roxbury, MA, 02132",42.27724000035083,-71.17261000089535
179,LB-162550,,Active,CV7 All Alc. (Special Legislation),2016-04-13,2022-12-31,"EARL'S RESTAURANT (BOSTON, MA) INC.",EARL'S KITCHEN + BAR,,,,2:00 AM,2:30 AM,456.0," EARL'S RESTAURANT (BOSTON, MA) INC.", Willie Gray,(604)646-4880,,800     BOYLSTON ST,boston,MA,02199,"800     BOYLSTON ST, BOSTON, MA, 02199",34.24438675300125,-73.6513909034731
180,LB-160915,,Active,CV7ALN - Neighborhood Restricted,2016-04-13,2022-12-31,DERMOT'S LLC,THE PENGUIN,,"Four story building brick part of detached block, three apartments above 1000 square foot, Restaurant 1000 square foot with storage area in basement, first floor to be licensed,1 room, comprised of dining room, bar area and open kitchen, rear and front exit",,1:00 AM,1:30 AM,72.0, DERMOT'S LLC, DERMOT DOYNE,,(617)277-9200,735-   Huntington AVE,boston,MA,02115,"735-   Huntington AVE, Boston, MA, 02115",42.334096453550785,-71.10548096372955
181,LB-162571,,Active,CV7 All Alc. (Special Legislation),2016-04-07,2022-12-31,"FULL COMP, INC.",MARE,,One room and kitchen on the first floor basement for storage with outdoor seasonal patio on private property with 48 seats from 7:00 am - 11:00 pm. Total Inside: 44.,,Midnight,12:30 AM,44.0," FULL COMP, INC.",FRANK DEPASQUALE,(617)880-9919,,1-4   Mechanic CT,boston,MA,02113,"1-4   Mechanic CT, Boston, MA, 02113",42.36290452340511,-71.05499981452698
182,LB-161361,,Active,CV7 All Alc. (Special Legislation),2016-03-31,2022-12-31,"PRANZINI, INC.",PIATTINI,1 ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY 2 PATIO STAFFED ALL TIMES 3 10 P M CLOSING HOUR 4 24 SEATS ON 5 NO STANDEES EXCEPT CUSTOMERS WAITING TABLE,"In 2 rooms, Kitchen and storage in the basement, outdoor patio for 24 guests, capacity breakdown - 226 Newbury Street 34 persons inside, 12 outside 228 Newbury Street 43 Persons inside, 12 Outside.",,MIDNIGHT,12:30 PM,77.0," PRANZINI, INC.", JOSEPHINE OLIVIERO MEGWA,,(617)308-3219,226-   Newbury ST,boston,MA,02116,"226-   Newbury ST, Boston, MA, 02116",42.34971000003242,-71.08124000148356
183,LB-163200,,Active,CV7 All Alc. (Special Legislation),2016-03-28,2022-12-31,"286  CAMBRIDGE STREET, INC.",ANTONIO'S,1 NO BAR 2 ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"There is one room on the first floor, including a dining area with fifty-six seats. There is a kitchen and one room in the basement for storage.",,MIDNIGHT,12:30 AM,56.0," 286  CAMBRIDGE STREET, INC.", PAUL D'AMORE,,(523)595-9000,286     Cambridge ST,boston,MA,02114,"286     Cambridge ST, Boston, MA, 02114",42.36095100017949,-71.06816000115396
184,LB-163968,,Active,Retail All Alc.,2016-03-23,2022-12-31,"RBSBW, INC.",ROCHE BROS. SUPERMARKETS,1 NO NIPS OR SINGLES TO BE SOLD,"Roche Bros. Supermarket is a total of 27,734 square feet of space located one two (2) levels. An entrance level is 2,494 square feet at grade on Summer Street and 25,240 square feet of sub-grade space in existing space as Phase I. The store has two (2) entrances/exits – one (1) located on Summer Str",,10:00 PM,,0.0," RBSBW, INC.", Susan A. LaRosa,(617)469-5747,,8-  Summer ST,boston,MA,02110,"8-  Summer ST, Boston, MA, 02110",42.35541816046027,-71.0599054996868
185,LB-162572,,Active,CV7 All Alc. (Special Legislation),2016-03-16,2022-12-31,"CRIMSON VENTURES, LLC",CANTINA ITALIANA,,"4497 sq. ft., 1 entrance, 2 exits, 180 occupancy, 140 seats, in two rooms and kitchen on first floor, with entrance at 346 Hanover Street, second means of egress at rear of premises. Storage in basement. ",,1:00 AM,1:30 AM,180.0," CRIMSON VENTURES, LLC", JOHN DESIMONE,,(617)594-9106,346-  Hanover ST,boston,MA,02113,"346-  Hanover ST, Boston, MA, 02113",42.36503000003915,-71.05348000128323
186,LB-146400,,Active,Clb. All Alc. Airport,2016-03-14,2022-12-31,"Airist Boston, Co. Inc.",,,Airport Business & First Class Premier Lounge. (Air France lounge at Logan Airport Terminal E),,2:00 AM,2:30 AM,206.0, Airist Boston Co Inc,Myriam Tiken,(617)866-3561,,500     Logan Airport Terminal E  ,eastboston,MA,02128,"500     Logan Airport Terminal E  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
187,LB-145480,,Active,CV7ALN - Neighborhood Restricted,2016-02-05,2022-12-31,TPN CORP.,THE BRIGHTON BODEGA,,"In two rooms on first floor, with a bar in the front room and kitchen and storage in rear; one dining room in basement, with bathrooms and storage.",,1:00 AM,1:30 AM,99.0, TPN Corp.,Thomas Devlin,(617)943-6210,,328-   Washington ST,brighton,MA,02135,"328-   Washington ST, Brighton, MA, 02135",42.348869999956904,-71.15216200078075
188,LB-143862,,Active,CV7MWN - Neighborhood Restricted,2016-01-20,2022-12-31,"BON APPETIT RESTAURANT, INC.",BON APPETIT RESTAURANT,,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN REAR, STORAGE IN BASEMENT .",,11:00 PM,11:30 PM,58.0," BON APPETIT RESTAURANT, INC.", CHRISMIN CHARLOT,,(617)818-8534,1138-   Blue Hill AVE,dorchester,MA,02124,"1138-   Blue Hill AVE, Dorchester, MA, 02124",42.28577775990357,-71.09125061411238
189,LB-155715,,Active,CV7ALN - Neighborhood Restricted,2016-01-15,2022-12-31,KEANKRUTA LLC,BRASSICA KITCHEN + CAFE,1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS OR WHILE WAITING TABLE 2 ALCOHOL DINNER MON FRI BRUNCH SAT SUN,"One story building, with licensed premises on first floor consisting of 1 entrance and 2 exits; two restrooms (1,307 sq. ft); storage and office space in basement. ",,MIDNIGHT,12:30 PM,40.0, KEANKRUTA LLC, PHILLIP KRUTA,(617)477-4519,,3710A-  Washington ST,jamaicaplain,MA,02130,"3710A-  Washington ST, Jamaica Plain, MA, 02130",42.300256309948,-71.11310005932087
190,LB-155925,,Active,CV7 Malt Wine Restrict.,2016-01-12,2022-12-31,"Shin, Inc.",Oppa Sushi,,Approximately 800 s.f. two floors basement level and ground level 1 entrance 1 exit prep area in back 38 capacity.,,1:00 AM,1:30 AM,19.0," Shin, Inc.", Kye Kim,(617)202-3808,,185-  Harvard AVE,allston,MA,02134,"185-  Harvard AVE, Allston, MA, 02134",42.35091800000047,-71.1315290012239
191,LB-157964,,Active,CV7ALN - Neighborhood Restricted,2016-01-08,2022-12-31,DORSET RESTAURANT GROUP LLC,LANDMARK PUBLIC HOUSE,,"On two (2) floors: First Floor: In one (1) room, with bar and dining area +/- 1,570 SF. Main entrance/ exit on Adams Street, three (3) additional exits: in the rear alley way adjacent to Minot street, in the kitchen, and the receiving dock. Kitchen: In rear +/- 320 SF. Basement Floor: storage and ad",,1:00 AM,1:30 AM,172.0, DORSET RESTAURANT GROUP LLC, EDWARD BROOKS,,,772-  Adams ST,dorchester,MA,02124,"772-  Adams ST, Dorchester, MA, 02124",42.283419769231664,-71.05551860592617
192,LB-154430,,Active,Retail Malt Wine,2016-01-04,2022-12-31,"C&G CORP., INC",L STREET MARKET,BOARD GRANTED PERMISSION TO OPEN 10 00 AM ON SUNDAYS,A ONE LEVEL BLDG (1 ROOM) WITH COOLERS ON THE BACK WALL AND STORAGE ON THE 1ST FLOOR. TWO MEANS OF EGRESS BOTH OFF OF THE PARKING LOT.,,11:00 PM,,0.0," C&G CORP., INC", CHRISTOPHER CASTAGNA,(617)269-9551,(617)710-0985,77-  L ST,southboston,MA,02127,"77-  L ST, South Boston, MA, 02127",42.33507580661768,-71.03574225853919
193,LB-157969,,Active,Retail All Alc.,2015-12-18,2022-12-31,AA & AG INC.,SANCHEZ MARKET,NO NIPS SINGLES, In one room in one story building; entrance in front; cellar for stock; comprising approximately 2500 sq ft.,,11:00 PM,,0.0, AA & AG INC., ANGEL ACOSTA,(617)242-5333,(617)230-0559,160-   Bunker Hill ST,charlestown,MA,02129,"160-   Bunker Hill ST, Charlestown, MA, 02129",42.378266035361285,-71.06088870086158
194,LB-139202,,Active,CV7 Malt Wine Liq.,2015-11-30,2022-12-31,"MEI MEI RESTAURANT, INC.",Mei Mei,,This premises is a 1300 square foot restaurant at 506 Park Drive.  The premises seats 38 patrons and is equipped with two handicapped accessible restrooms.  The space is one of four commercial units in a 7400 square foot masonry building that is 1 story high.  ,,1:00 AM,1:30 AM,38.0," The Mei Mei Restaurant, Inc.", Margaret Li,(857)250-4959,,506     Park DR,boston,MA,02215,"506     Park DR, Boston, MA, 02215",42.347669220322146,-71.10594799558518
195,LB-154485,,Active,CV7MWN - Neighborhood Restricted,2015-11-30,2022-12-31,"Bred Winner, LLC",Bred,,"Restaurant, 1200 square feet of floor space located on the first floor of 2255 Dorchester Avenue, Boston, MA 02124-5624. Open kitchen (700 sq ft), 5 tables, standing bar. Seating area (300 sq ft) One bathroom, 5 sinks (One bay sink, three hand wash sinks and one rinse sink). Also mop sink. One 200 s",,11:00 PM,11:30 PM,14.0," Bred Winner, LLC",Tambo Barrow,(617)892-0231,,2255-  Dorchester AVE,dorchester,MA,02124,"2255-  Dorchester AVE, Dorchester, MA, 02124",42.27339000006634,-71.06795000133165
196,LB-153841,,Active,Retail Malt Wine,2015-11-16,2022-12-31,SAHGUNA INC.,MAVERICK STREET MARKET,," The premises to be licensed is located on the first floor of a single story building. The premises has one entrance in the middle of the front part of the building and one exit in the back left. The premises is 2,182 square feet.  When you enter the building the checkout counter is on your right. T",,11:00 PM,,0.0, Sahguna Inc., Jignesh N. Patel,(617)561-1090,,205-  Maverick ST,eastboston,MA,02128,"205-  Maverick ST, East Boston, MA, 02128",42.36880449711677,-71.03647533839747
197,LB-146396,,Active,CV7MWLN - Neighborhood Restricted,2015-11-12,2022-12-31,"Sofia's Food Enterprise, Corp.",La Gran Manzana,Licensee MUST comply with security agreement on record Board 2 00 AM Closing Hour 6 six month probationary period from 8 2019,"On a single floor containing approximately 4,650 square feet of restaurant space with one entrance, one exit, bar and restaurant area, storage, restrooms and basement storage space. ",,2:00 AM,2:30 AM,78.0," Sofia's Food Enterprise, Corp.",RULVER HERNANDEZ,(617)418-5728,,22-  Central SQ,eastboston,MA,02128,"22-  Central SQ, East Boston, MA, 02128",42.375122999663354,-71.03856800127203
198,LB-154679,,Active,CV7ALN - Neighborhood Restricted,2015-11-03,2022-12-31,"LOFMUR, INC.",PORTER CAFÉ,,In one (1) room on ground floor with kitchen in rear; main entrance on Centre Street and emergency exit at rear; basement for stock office and preparation; and also including seasonal outdoor patio seating ( April-October) on side of the building with eighteen (18) seats (on private property) with p,,1:00 AM,1:30 AM,35.0," LOFMUR, INC.", PAUL MURPHY,,(857)544-2854,1723-  Centre ST,westroxbury,MA,02132,"1723-  Centre ST, West Roxbury, MA, 02132",42.287380000172305,-71.14920000097872
199,LB-134078,,Active,CV7 All Alc. Restrict.,2015-10-27,2022-12-31,"584 TREMONT, INC.",Metropolis Cafe,,"First floor 40 seat dining room with small bar, kitchen & bathroom. Basement with prep kitchen, storage, office and refrigeration.",,Midnight,12:30 AM,40.0, 584 Tremont Inc., Matthew Burns,(617)247-2931,,584-  Tremont ST,roxbury,MA,02118,"584-  Tremont ST, Roxbury, MA, 02118",42.343257922101664,-71.07250982853726
200,LB-148028,,Active,GOP All Alc.,2015-10-07,2022-12-31,Thompson Island Outward Bound Education Center Inc,,Chapter 312 Acts 2014,"Thompson Island, Boston Harbor, Boston, MA. The Waterfront Pavillion is an open-air seasonal wooden pavillion with multiple openings around the perimeter of the building leading to outdoor decks and surrounding grounds. Included in the surrounding grounds are two temporary tent structures.",,2:00 AM,2:30 AM,200.0, Thompson Island Outward Bound Education Center Inc,James Scully,(617)328-3900,,0     Thompson Island  ,boston,MA,02128,"0     Thompson Island  , Boston, MA, 02128",34.24438675300125,-73.6513909034731
201,LB-144994,,Active,CV7ALN - Neighborhood Restricted,2015-09-18,2022-12-31,"SUYA JOINT, LLC",,,"Approximately 2,500 square feet of retail space on the street level, The kitchen is located in the right rear portion of the premises directly behind the right entry vestibule and office space and adjacent to the rest rooms. There are two entry vestibules located in the far right and far left portio",,2:00 AM,2:30 AM,84.0," Suya Joint, LLC",Cecelia Lizotte,(508)446-6776,,185-  Dudley ST,roxbury,MA,02119,"185-  Dudley ST, Roxbury, MA, 02119",42.32841287435222,-71.08195320832459
202,LB-145840,,Active,Retail All Alc.,2015-09-02,2022-12-31,FENWAY BEER & WINE CORPORATION,Fenway Beer Shop,Condition No sale nips or singles,"Customer entrance located at 96 Van Ness Street. Additional employee egress through shared loading dock in back. Alcohol in one first floor room approximately 1,355 sq. ft. with a 245 sq. ft. back room. Beer displayed on 136 linear feet of Ikea style Kallax book shelves. 15 linear feet of shelving",,11:00 PM,,0.0, Fenway Beer & Wine Corporation, Kevinn Leng,(781)816-3404,,96-  Van Ness St,boston,MA,02215,"96-  Van Ness St, Boston, MA, 02215",42.344780565590135,-71.09985498065367
